dethrones| 퇴위시키다, 권좌에서 몰아내다
dethroning| 퇴위시키다, 권좌에서 몰아내다
detonating|폭발하다, 폭발시키다
detonation|폭발, 폭파
detonations|폭발, 폭파
detonator|기폭 장치
detour|둘러 가는 길, 우회로
detoured|둘러 가는 길, 우회로
detouring|둘러 가는 길, 우회로
detours|둘러 가는 길, 우회로
detox| 해독
detoxed| 해독
detoxes| 해독
detoxification|알코올 중독 치료, 약물 중독 치료
detoxifying|해독하다, 독성을 없애다
detoxing| 해독
detract|주의를 딴 데로 돌리다 , 일부를 감하다, 손상시키다, 비방하다, 얕보다
detracted|주의를 딴 데로 돌리다 , 일부를 감하다, 손상시키다, 비방하다, 얕보다
detracting|주의를 딴 데로 돌리다 , 일부를 감하다, 손상시키다, 비방하다, 얕보다
detracts|주의를 딴 데로 돌리다 , 일부를 감하다, 손상시키다, 비방하다, 얕보다
detriment|손상
detrimental|해로운
detriments|손상
detritus| 쓰레기
deuce|듀스
deuterium|듀테륨, 중수소
devaluation|평가 절하
devaluations|평가 절하
devastated|엄청난 충격을 받은
devastating|대단히 파괴적인, 엄청난 손상을 가하는
devastation| 대대적인 파괴, 대대적인 손상
develop|성장하다, 성장시키다, 발달하다, 발달시키다
developed| 발달한, 선진의
developer| 개발업자, 개발 회사
developers|현상소 
developing|개발 도상의
development|발달, 성장
developmental|발달상의, 개발상의, 발달 중인, 개발 중인
developments|발달, 성장
develops|성장하다, 성장시키다, 발달하다, 발달시키다
deviance| 이상, 일탈, 편차값
deviant| 벗어난, 일탈적인
deviants| 벗어난, 일탈적인
deviate| 벗어나다
deviated| 벗어나다
deviates| 벗어나다
deviating| 벗어나다
deviation|일탈, 탈선
deviations|일탈, 탈선
device| 장치, 기구
devices|장치
devil|악마
deviling|악마
devilish|사악한, 악마 같은
devilishly|지독히
devilled|맵게 양념한
devilling|악마
devils|악마
deviously|우회하여, 솔직하지 않게.
deviousness|우회하기, 솔직하지 않음.
devise|창안하다, 고안하다
devised|창안하다, 고안하다
devises|창안하다, 고안하다
devising|창안하다, 고안하다
devoid|~이 전혀 없는
devolution| 권력 이양, 권력 이전
devolve|권리·의무·직분을 양도하다, 맡기다, 지우다 
devolved|위임된
devolves|권리·의무·직분을 양도하다, 맡기다, 지우다 
devolving|권리·의무·직분을 양도하다, 맡기다, 지우다 
devote|몸·노력·시간·돈을  바치다, 쏟다, 기울이다, 충당하다 , 재산 등을  봉납하다, 봉헌하다
devoted|헌신적인
devotedly|헌신적으로
devotee|헌신적인 추종자, 열성적인 애호가
devotes|몸·노력·시간·돈을  바치다, 쏟다, 기울이다, 충당하다 , 재산 등을  봉납하다, 봉헌하다
devoting|몸·노력·시간·돈을  바치다, 쏟다, 기울이다, 충당하다 , 재산 등을  봉납하다, 봉헌하다
devotion|헌신
devotional|종교 의식을 위한, 종교적인
devotionals|종교 의식을 위한, 종교적인
devour| 걸신 들린 듯 먹다
devouring|게걸스레 먹는, 감정이 열렬한, 강렬한
devours| 걸신 들린 듯 먹다
devout|독실한
devouter|독실한
devoutly|독실하게, 경건하게.
devoutness|독실, 경건.
dew|이슬
dewberry|듀베리
dewier|이슬에 젖은, 이슬 맺힌
dewiest|이슬에 젖은, 이슬 맺힌
dewy|이슬에 젖은, 이슬 맺힌
dexterity| 재주
dexterous|손재주가 비상한, 솜씨 좋은
dextrose|덱스트로오스
diabetes|당뇨병
diabetic|당뇨병의, 당뇨병이 있는
diabolic|악마의, 악마같은, 마성의
diabolical|끔찍한, 진저리나는
diacritical|구별을 위한, 구별할 수 있는, 판별할 수 있는, 발음을 구별하는, 음성 구분의
diadem| 왕관, 머리띠
diadems| 왕관, 머리띠
diagnose| 진단하다
diagnosed| 진단하다
diagnoses|진단
diagnosing| 진단하다
diagnosis|진단
diagnostic|진단의
diagnostics|진단, 진단 루틴
diagonal|사선의, 대각선의
diagonally|대각선으로, 비스듬하게
diagonals|대각선재
diagram|도표, 도해
diagramed|도표, 도해
diagraming|도화
diagrammatic|도표의, 도식의, 개략의, 윤곽만의
diagrammed|도표, 도해
diagramming|도표, 도해
diagrams|도표, 도해
dial| 문자반, 눈금판
dialect|방언, 사투리
dialectal|방언의, 방언 특유의
dialectic|변증법
dialects|방언, 사투리
dialed| 문자반, 눈금판
dialing|다이얼을 돌림
dialings|다이얼을 돌림
dialogue| 대화
dialogues|대화편
dials| 문자반, 눈금판
dialyses| 투석
dialysis| 투석
diameter|지름
diameters|확대단위
diametrical|정반대의, 180도로 다른
diamond|다이아몬드, 금강석
diamonds|다이아몬드, 금강석
diaper|마름모꼴 무늬가 있는 천 
diapering|마름모꼴 무늬가 있는 천 
diapers|마름모꼴 무늬가 있는 천 
diaphragm|횡격막, 가로막
diaphragms|횡격막, 가로막
diaries| 수첩, 메모장
diarrhea|설사
diarrhoea|설사
diary| 수첩, 메모장
diastolic|심장 확장의
diatom|규조, 돌말
dibble| 구멍 파는 연장
dibbled| 구멍 파는 연장
dibbles| 구멍 파는 연장
dice|주사위
diced|주사위
dichotomies|양분, 이분
dichotomy|양분, 이분
dicing| 마름모꼴 장식
dick|놈, 녀석
dicker| 흥정하다
dickered| 흥정하다
dickering| 흥정하다
dickers| 흥정하다
dickey|뗄 수 있는 와이셔츠의 가슴판,  높은 칼라
dicks|놈, 녀석
dicky| 위태위태한
dictate|받아쓰게 하다, 구술하다
dictated|받아쓰게 하다, 구술하다
dictates|받아쓰게 하다, 구술하다
dictation|받아쓰게 하기, 구술
dictations|받아쓰게 하기, 구술
dictator|독재자
dictatorial|독재의, 독재적인
dictatorship|독재 정부
diction| 발음, 말씨
dictionaries| 사전
dictionary| 사전
dictum|격언, 금언
dictums|격언, 금언
didactic|교훈적인
diddle|사기치다
diddled|사기치다
diddling|사기치다
die|죽다, 사망하다
died|죽다, 사망하다
dies|다이스
diesel|디젤
dieseled|디젤
diesels|디젤
diet| 식사, 음식, 식습관
dietaries|음식물의, 규정식의, 식이 요법의
dietary|음식물의, 규정식의, 식이 요법의
dieted| 식사, 음식, 식습관
dieter|다이어트를 하는 중인 사람
dieters|다이어트를 하는 중인 사람
dietetic|식이의, 영양의
dieting|다이어트 하는 것
dietitian|영양사
dietitians|영양사
diets| 식사, 음식, 식습관
differ|다르다
difference|차이, 다름
differences|차이, 다름
different|다른, 차이가 나는
differential| 차이, 격차
differentials|격차
differentiate|구별하다
differentiated|차별화된
differentiates|분화 생성물
differentiating|구별하다
differentiation|차별, 구별, 차별 대우
differently|다르게, 같지 않게 
differing|상이한
differs|다르다
difficult|어려운, 힘든
difficulties|곤란, 말썽
difficulty|어려움, 곤경, 장애
diffidence|자신이 없음, 기가 죽음, 삼감, 수줍음
diffident| 조심스러운, 소심한
diffidently|자신 없이, 소심하게.
diffraction|회절
diffuse|널리 퍼진, 분산된
diffused|확산된, 널리 퍼진, 산란한
diffusely|산만하게, 장황하게, 널리 
diffuses|널리 퍼진, 분산된
diffusing|널리 퍼진, 분산된
diffusion|방산, 발산, 보급, 유포 
dig| 파다
digest| 소화하다, 소화시키다, 소화되다
digested| 소화하다, 소화시키다, 소화되다
digestible|소화하기 쉬운, 이해하기 쉬운
digesting|온침
digestion|소화
digestions|소화
digestive|소화의
digests| 소화하다, 소화시키다, 소화되다
digger|채굴기
digging|파기, 채굴, 채광, 발굴
digit| 숫자
digital| 디지털을 쓰는
digitalis|디기탈리스
digitally|숫자로, 디지털 방식으로
digitization|디지털화
digitized|디지털화되고
digitizing|계수화
digits|밑기수
dignified|위엄 있는, 품위 있는
dignifies|위엄 있어 보이게 하다, 품위 있어 보이게 하다
dignify|위엄 있어 보이게 하다, 품위 있어 보이게 하다
dignifying|위엄 있어 보이게 하다, 품위 있어 보이게 하다
dignitaries|현직에 있는 사람
dignitary|고위 관리
dignities|위엄, 품위
dignity|위엄, 품위
digraph|이중 글자
digraphs|이중 글자
digress|주제에서 벗어나다, 다른 말을 하기 시작하다
digressed|주제에서 벗어나다, 다른 말을 하기 시작하다
digresses|주제에서 벗어나다, 다른 말을 하기 시작하다
digressing|주제에서 벗어나다, 다른 말을 하기 시작하다
digression|지엽으로 흐름, 여담, 탈선
digressions|지엽으로 흐름, 여담, 탈선
digs|셋방
dike|도랑, 수로
diked|도랑, 수로
diking|도랑, 수로
dilapidated|다 허물어져 가는
dilate|확장하다, 확장시키다, 팽창하다, 팽창시키다, 키우다, 커지다
dilated|옆으로 퍼진, 팽창한, 넓어진.
dilates|확장하다, 확장시키다, 팽창하다, 팽창시키다, 키우다, 커지다
dilatory|미적거리는, 지체시키는
dilemma|딜레마
dilemmas|딜레마
diligence|근면, 성실
diligent|근면한, 성실한
diligently|부지런히, 열심히, 애써
dill|딜
dillies| 놀랄 만한 것, 놀랄 만한 사람,  훌륭한 것, 훌륭한 사람, 비범한 것
dilly| 놀랄 만한 것, 놀랄 만한 사람,  훌륭한 것, 훌륭한 사람, 비범한 것
dilute|희석하다, 묽게 하다
diluted|희박화 된
dilutes|희석하다, 묽게 하다
dilution|묽게 함, 희석, 희박, 희석도, 박약화, 희석물,  실질적인 가치 저하
dim| 어둑한, 흐릿한
dime|다임
dimension| 크기,  치수
dimensional|…치수의, …차원의
dimensionless|크기가 없는 , 무한한
dimensions|면적
dimer|2분자체
dimes|다임
diminish|줄어들다, 약해지다, 줄이다, 약화시키다
diminished|감소된, 감손된, 권위가 떨어진, 위신가 떨어진, 반음 줄인
diminishes|줄어들다, 약해지다, 줄이다, 약화시키다
diminishing|절감하는
diminution|축소
diminutions|축소
diminutive|아주 작은
diminutives|아주 작은
dimly|어둑하게, 흐릿하게, 희미하게
dimmed| 어둑한, 흐릿한
dimmer|어둑하게 하는 사람, 어둑하게 하는 물건
dimmers|어둑하게 하는 사람, 어둑하게 하는 물건
dimmest| 어둑한,흐릿한
dimming|조광
dimple|보조개를 짓다
dimpled|보조개가 생긴, 잔물결이 인
dimples|보조개를 짓다
dimpling|딤플링
din| 소음
dine| 식사를 하다, 만찬을 들다
diner| 식사하는 사람, 식사하는 손님
diners|다이너스 카드.
ding|쿵
dinged|흑인
dingier|우중충한, 거무칙칙한
dingiest|우중충한, 거무칙칙한
dingy|우중충한, 거무칙칙한
dining|식사, 정찬 
dinky|깜찍한
dinned| 소음
dinner| 식사, 밥, 정식
dinnered| 식사, 밥, 정식
dinnering| 식사, 밥, 정식
dinners| 식사, 밥, 정식
dinning| 소음
dinosaur|공룡
dinosaurs|공룡류
dins| 소음
dint|힘, 폭력
diocesan|감독 관구의, 주교 관구의
diocesans|감독 관구의, 주교 관구의
diocese|교구
dioceses|교구
diode|다이오드, 2극 진공관
diodes|다이오드, 2극 진공관
dioxide|이산화물
dioxin|다이옥신
dioxins|다이옥신
dip| 살짝 담그다, 살짝 적시다
diphtheria|디프테리아
diphthong|이중모음
diphthongs|이중모음
diploma| 과정
diplomacy| 외교
diplomas| 과정
diplomat|외교관
diplomatic|외교의
diplomatically|외교상, 외교적으로, 외교적 수완을 가지고
dipole|쌍극자
dipped| 살짝 담그다, 살짝 적시다
dipper|물까마귀류
dipping| 담그기, 침액.
dips| 살짝 담그다, 살짝 적시다
dipstick| 계량봉
dipsticks| 계량봉
dire|대단히 심각한, 엄청난, 지독한
direct| 직접적인
directed|유도된, 지시받은, 규제된
directer| 직접적인
directing|연출 
direction| 방향, 쪽
directional|지향성의
directions|길 안내
directive| 지시, 명령
directives| 지시, 명령
directly|곧장, 똑바로
director| 임원, 중역, 이사
directorate| 부서
directorates| 부서
directories| 안내 책자
directors| 임원, 중역, 이사
directory| 안내 책자
directs| 직접적인
dirges| 만가
dirigible|조종할 수 있는
dirigibles|조종할 수 있는
dirk| 칼
dirks| 칼
dirt|먼지, 때
dirtied|더러운, 지저분한
dirtier|더러운, 지저분한
dirties|더러운, 지저분한
dirtiest|더러운, 지저분한
dirty|더러운, 지저분한
dirtying|더러운, 지저분한
dis|경멸하다
disabilities|구좌제한조치
disability| 장애
disable| 장애를 입히다, 장애자로 만들다
disabled|장애를 가진
disablement|장애가 있음, 장애를 입음
disables| 장애를 입히다, 장애자로 만들다
disabling|불능화
disadvantage|불리한 점, 약점, 난점
disadvantaged|사회적으로 혜택을 받지 못한, 빈곤한
disadvantageous|불리한
disadvantageously|불리하게, 유해하게.
disadvantages|불리한 점, 약점, 난점
disadvantaging|불리한 점, 약점, 난점
disagree|의견이 다르다, 뜻이 다르다, 동의하지 않다
disagreeable|유쾌하지 못한
disagreed|의견이 다르다, 뜻이 다르다, 동의하지 않다
disagreeing|의견이 다르다, 뜻이 다르다, 동의하지 않다
disagreement|의견 충돌, 의견 차이, 다툼
disagreements|의견 충돌, 의견 차이, 다툼
disagrees|의견이 다르다, 뜻이 다르다, 동의하지 않다
disambiguation| 명확화.
disappear| 사라지다, 보이지 않게 되다
disappearance|사라짐, 소실, 소멸, 실종
disappearances|사라짐, 소실, 소멸, 실종
disappeared|행방 불명자, 실종자. 
disappearing| 사라지다, 보이지 않게 되다
disappears| 사라지다, 보이지 않게 되다
disappoint|실망시키다, 실망을 안겨 주다
disappointed|실망한, 낙담한
disappointing|실망스러운, 기대에 못 미치는
disappointingly|실망스럽게도, 몹시, 심하게
disappointment|실망, 낙심
disappointments|실망, 낙심
disappoints|실망시키다, 실망을 안겨 주다
disapproval|반감, 못마땅함
disapprove|탐탁찮아 하다, 못마땅해 하다
disapproved|탐탁찮아 하다, 못마땅해 하다
disapproves|탐탁찮아 하다, 못마땅해 하다
disapproving|탐탁찮아 하다, 못마땅해 하다
disarm|무장 해제시키다
disarmament| 군비 축소
disarmed|무장 해제시키다
disarming| 상대방을 무장 해제시키는, 마음을 누그러뜨리는, 화를 누그러뜨리는, 적개심을 누그러뜨리는
disarms|무장 해제시키다
disarray| 혼란
disarrayed| 혼란
disarraying| 혼란
disarrays| 혼란
disassemble| 분해하다, 해체하다
disassembled| 분해하다, 해체하다
disassembles| 분해하다, 해체하다
disassembling|분해
disaster|참사, 재난, 재해
disasters|참사, 재난, 재해
disastrous|처참한, 형편없는
disband| 해체하다, 해산하다
disbanded| 해체하다, 해산하다
disbanding| 해체하다, 해산하다
disbands| 해체하다, 해산하다
disbelief|믿기지 않음, 불신감
disburse| 지출하다
disbursed| 지출하다
disbursement|지불, 지출
disbursements|지불, 지출
disburses| 지출하다
disbursing| 지출하다
disc|동글납작한 판, 원반
discard| 버리다, 폐기하다
discarded| 버리다, 폐기하다
discarding| 버리다, 폐기하다
discards|폐기물
discern| 알아차리다, 파악하다, 포착하다
discerned| 알아차리다, 파악하다, 포착하다
discernible|보고 알 수 있는, 인식할 수 있는, 식별할 수 있는
discerning|안목이 있는
discernment|안목
discerns| 알아차리다, 파악하다, 포착하다
discharge| 떠나는 것을 허락하다, 해고하다
discharged| 떠나는 것을 허락하다, 해고하다
discharges| 떠나는 것을 허락하다, 해고하다
discharging|명주 정련
disciple| 제자, 신봉자
disciplinary|징계의
discipline|규율, 훈육
disciplined|훈련받은, 잘 통솔된
disciplines|학문
disclaim| 말하다,  부인하다
disclaimed| 말하다,  부인하다
disclaimer| 부인
disclaimers| 부인
disclaiming| 말하다,  부인하다
disclaims| 말하다,  부인하다
disclose| 밝히다, 폭로하다
discloses| 밝히다, 폭로하다
disclosing| 밝히다, 폭로하다
disclosure|폭로
discolor|변색시키다, 변색하다, 퇴색시키다, 퇴색하다, 빛깔을 더럽히다, 빛깔이 더러워지다, 빛깔이 바래다
discoloration|변색, 퇴색
discolorations|변색, 퇴색
discolored|색이 난
discoloring|변색
discolors|변색시키다, 변색하다, 퇴색시키다, 퇴색하다, 빛깔을 더럽히다, 빛깔이 더러워지다, 빛깔이 바래다
discomfort| 불편, 가벼운 통증
discomforted| 불편, 가벼운 통증
discomforting| 불편, 가벼운 통증
discomforts| 불편, 가벼운 통증
disconnect| 연결을 끊다, 접속을 끊다
disconnected| 동떨어진, 단절된
disconnectedly|연락이 끊어져, 분리되어.
disconnecting|절단
disconnection|단절, 연락 없음, 분리,단선, 맥락이 없음
disconnections|단절, 연락 없음, 분리,단선, 맥락이 없음
disconnects| 연결을 끊다, 접속을 끊다
disconsolate|암담한
disconsolately|절망적으로, 적절하게.
discontent|불만, 불만스러운 것
discontented|불만족한, 불만스러워 하는
discontentedly|불만을 품고, 불평을 품고.
discontenting|불만, 불만스러운 것
discontents|불만, 불만스러운 것
discontinuance|정지, 중지, 단절, 취하, 불법 점유
discontinuances|정지, 중지, 단절,취하, 불법 점유
discontinue| 중단하다
discontinued| 중단하다
discontinues| 중단하다
discontinuities|중단
discontinuity|중단
discontinuous|불연속적인, 단속적인
discord|불화, 다툼
discordant|조화를 이루지 못하는, 화합를 이루지 못하는
discorded|불화, 다툼
discording|불화, 다툼
discords|불화, 다툼
discount|할인
discounted|할인된
discounting|할인
discounts|할인
discourage| 막다, 말리다
discouraged|낙담한, 낙심한, 술에 취한
discouragement|낙심, 좌절
discouragements|낙심, 좌절
discourages| 막다, 말리다
discouraging|낙담시키는, 맥빠지게 하는
discouragingly|실망스럽게
discourse|담론
discoursed|담론
discourses|담화록
discoursing|담론
discover| 발견하다
discovered|발견된
discoveries|발견
discovers| 발견하다
discovery|발견
discredit|존경심을 떨어뜨리다, 신임을 떨어뜨리다
discrediting|존경심을 떨어뜨리다, 신임을 떨어뜨리다
discredits|존경심을 떨어뜨리다, 신임을 떨어뜨리다
discreet|신중한, 조심스러운
discreeter|신중한, 조심스러운
discrepancies| 차이, 불일치
discrepancy| 차이, 불일치
discrete| 별개의
discretion| 재량
discretionary|자유재량에 의한
discriminant|판별식
discriminate|식별하다, 구별하다
discriminated|식별하다, 구별하다
discriminates|식별하다, 구별하다
discriminating|안목 있는
discrimination|차별
discriminatory|차별적인
discs|동글납작한 판, 원반
discursive|두서없는, 산만한
discus| 원반
discuses| 원반
discuss|상의하다, 의논하다, 논의하다
discussed|상의하다, 의논하다, 논의하다
discusses|상의하다, 의논하다, 논의하다
discussing|협의하기
discussion|논의, 상의
discussions|논의, 상의
disdain|업신여김, 무시
disdained|업신여김, 무시
disdainful|업신여기는, 무시하는
disdainfully|경멸하여
disdaining|업신여김, 무시
disdains|업신여김, 무시
disease|질병, 병, 질환
diseased|질병에 걸린, 병을 앓고 있는
diseases|질병, 병, 질환
disembark| 내리다
disembarkation|양륙, 상륙, 하륙, 하선
disembarked| 내리다
disembarking|정박, 상륙
disembarks| 내리다
disengage| 풀다, 떼어 내다, 풀리다, 분리되다
disengaged|사람이 약속이 없는, 자유로운, 한가한, 장소가 비어 있는
disengagement|해방 상태, 자유, 여가, 해약,  파혼
disengagements|해방 상태, 자유, 여가, 해약,  파혼
disengages| 풀다, 떼어 내다, 풀리다, 분리되다
disentangle| 구분하다
disentangled| 구분하다
disentangles| 구분하다
disentangling|풀림
disfavor|탐탁찮게 여김, 냉대, 싫어함, 불찬성
disfavored|탐탁찮게 여김, 냉대, 싫어함, 불찬성
disfavoring|탐탁찮게 여김, 냉대, 싫어함, 불찬성
disfavors|탐탁찮게 여김, 냉대, 싫어함, 불찬성
disfigure| 흉하게 만들다, 망가뜨리다
disfigured|흠이 있는
disfigures| 흉하게 만들다, 망가뜨리다
disfiguring| 흉하게 만들다, 망가뜨리다
disgrace|망신, 수치, 불명예
disgraced|망신을 당한, 실각한
disgraceful|수치스러운, 부끄러운
disgraces|망신, 수치, 불명예
disgracing|망신, 수치, 불명예
disgruntled|불만스러워 하는, 언짢은
disguise|변장하다, 가장하다
disguised|변장한, 속임수의
disguises|변장하다, 가장하다
disguising|변장하다, 가장하다
disgust|혐오감, 역겨움, 넌더리
disgusted|혐오감을 느끼는, 넌더리를 내는, 역겨워 하는
disgusting|역겨운, 구역질나는
disgusts|혐오감, 역겨움, 넌더리
dish|접시
disharmony| 부조화, 불화
dishcloth|행주
dishcloths|행주
disheartening|낙심시키는 
dished|움푹 들어간, 꺼진
dishes|접시
disheveled|머리가 헝클어진, 흩어진
dishing|디싱
dishonest|정직하지 못한
dishonestly|부정직하게, 불성실하게
dishonesty|부정직, 불성실, 부정 , 사기
dishonor|불명예, 망신, 치욕
dishonorable|불명예스러운, 수치스러운, 부도덕한, 비열한
dishonorably|불명예스럽게, 창피하게.
dishonored|부도가 난.
dishonoring|불명예, 망신, 치욕
dishonors|불명예, 망신, 치욕
dishpan|설거지통
dishwasher|식기 세척기
dishwashers|식기 세척기
dishwater| 구정물, 개숫물
disillusioned|환멸을 느낀
disinfect|소독하다, 살균하다
disinfectant|소독약, 살균제
disinfectants|소독약
disinfecting|소독하다, 살균하다
disinfects|소독하다, 살균하다
disintegrating|해체되다, 분해되다, 산산조각 나다
disintegration|분해, 붕괴, 분열, 분산, 붕괴, 풍화 작용
disinterested|사심이 없는, 객관적인
disinterestedly|사심 없이, 청렴하게.
disjoint|…의 관절을 삐게 하다, 탈구시키다
disjointing|…의 관절을 삐게 하다, 탈구시키다
disjoints|…의 관절을 삐게 하다, 탈구시키다
dislike|싫어하다
disliked|싫어하다
dislocate| 탈구시키다
dislocated| 탈구시키다
dislocates| 탈구시키다
dislocating| 탈구시키다
dislocation|탈구, 혼란 , 전위, 단층, 변위
disloyally|불충실하게.
disloyalty|불충, 불성실, 신의 없음
dismal|음울한, 울적하게 하는
dismantle| 분해하다, 해체하다
dismantled| 분해하다, 해체하다
dismantles| 분해하다, 해체하다
dismantling|정형
dismay| 실망, 경악
dismaying|용기를 잃게 하는, 당황하게 하는.
dismays| 실망, 경악
dismembered| 주검을 훼손하다, 시신을 훼손하다,  자르다
dismiss| 묵살하다, 일축하다
dismissal|해고
dismissed|잊혀진
dismisses| 묵살하다, 일축하다
dismissing| 묵살하다, 일축하다
dismount| 내리다
dismounted|하차한, 도보의
dismounting|승가거부발정
dismounts| 내리다
disobedience|불복종, 반항, 거역
disobediently|반항적으로, 위반하여.
disobey| 불복종하다, 거역하다, 반항하다
disobeyed| 불복종하다, 거역하다, 반항하다
disobeying| 불복종하다, 거역하다, 반항하다
disobeys| 불복종하다, 거역하다, 반항하다
disorder|엉망, 어수선함
disordered|어수선한, 엉망인
disordering|무질서화
disorderly|무질서한, 난동을 부리는
disorders|엉망, 어수선함
disorganization|해체, 분열, 혼란, 무조직, 무체계
disorganized|계획이 잘못된,  체계적이지 못한
disorientation|방향 감각 상실, 혼미
disoriented|혼란에 빠진, 방향 감각을 잃은
disparagement|경멸, 얕봄, 비난, 불명예, 오명
disparaging|얕보는, 험담하는, 비난하는
disparate|이질적인 부분들로 이뤄진, 이질적인 사람들로 이뤄진
disparity| 차이
dispassionate|감정에 좌우되지 않는
dispassionately|냉정하게, 공정하게.
dispatch| 보내다, 파견하다
dispatched| 보내다, 파견하다
dispatcher| 운행 관리원, 조차원
dispatches| 보내다, 파견하다
dispatching|관리운용배정
dispel| 떨쳐 버리다, 없애다
dispelled| 떨쳐 버리다, 없애다
dispelling| 떨쳐 버리다, 없애다
dispels| 떨쳐 버리다, 없애다
dispensaries| 조제실
dispensary| 조제실
dispensation| 특별 허가
dispensations| 특별 허가
dispense|나누어 주다, 내놓다
dispensed|나누어 주다, 내놓다
dispenser| 기계, 용기
dispensers| 기계, 용기
dispenses|나누어 주다, 내놓다
dispensing|투여조제
dispersal|해산, 분산, 확산
disperse| 흩어지다, 해산하다, 해산시키다
dispersed|흩어진, 분산된
disperses| 흩어지다, 해산하다, 해산시키다
dispersing|분산
dispersion|확산, 분산
displaced|추방된, 유민의, 난민의
displacement| 이동
displacements| 이동
displacing|대신하다, 대체하다
display|전시하다, 진열하다, 내보이다
displayable|전시할 수 있는, 나타낼 수 있는.
displayed| 새가 날개를 펴고 다리를 벌린
displaying|표시중
displays|전시하다, 진열하다, 내보이다
displeased|화난
displeasure|불쾌감, 불만
disposable|사용 후 버리게 되어 있는, 일회용의
disposal| 처리
disposals| 처리
dispose| 배치하다
disposed| 마음이 있는
disposing| 배치하다
disposition| 기질, 성격
dispositions| 기질, 성격
disproportion|불균형
disproportionate|균형이 안 맞는, 불균형의
disproportions|불균형
disprove|틀렸음을 입증하다
disproved|틀렸음을 입증하다
disproven|틀렸음을 입증하다
disproves|틀렸음을 입증하다
disproving|틀렸음을 입증하다
dispute|분쟁, 분규, 논란, 논쟁
disputed|분쟁, 분규, 논란, 논쟁
disputes|분쟁, 분규, 논란, 논쟁
disqualification|자격 박탈, 무자격, 불합격, 실격
disqualifications|자격 박탈, 무자격, 불합격, 실격
disqualified|자격을 잃은, 실격이 된, 결격이 된
disqualifies|자격을 박탈하다, 실격시키다
disqualify|자격을 박탈하다, 실격시키다
disqualifying|자격을 박탈하다, 실격시키다
disquieting|불안을 조성하는
disregard|무시하다, 묵살하다
disregarded|무시하다, 묵살하다
disregarding|무시하다, 묵살하다
disregards|무시하다, 묵살하다
disrepair| 황폐
disreputable|평판이 안 좋은
disreputably|평판이 나빠, 불명예스럽게.
disrepute|오명, 악평
disrespect|무례, 결례
disrespected|무례, 결례
disrespectful|무례한, 실례되는, 경멸하는 
disrespectfully|경의를 표하지 않으며, 무례하게.
disrespecting|무례, 결례
disrespects|무례, 결례
disrupt|방해하다, 지장을 주다
disrupted|방해하다, 지장을 주다
disrupting|방해하다, 지장을 주다
disruption|붕괴, 분열, 중단, 두절, 혼란
disruptions|붕괴, 분열, 중단, 두절, 혼란
disruptive|지장을 주는
disrupts|방해하다, 지장을 주다
dissatisfaction|불만
dissatisfied|불만스러워 하는
dissected|절개한, 해부한
dissecting|해부의, 절개용의
dissection|절개, 해부, 해체
dissections|절개, 해부, 해체
disseminate| 퍼뜨리다, 전파하다
disseminated|파종성의, 산재성의
disseminates| 퍼뜨리다, 전파하다
disseminating| 퍼뜨리다, 전파하다
dissemination|파종, 보급
dissension|알력, 불화
dissensions|분열함
dissent| 반대
dissented| 반대
dissenting|이의 있는, 반대 의견의
dissents| 반대
dissertation| 논문
disservice|해, 폐, 구박, 모진 짓
disservices|해, 폐, 구박, 모진 짓
dissident|반체제 인사
dissidents|반체제 인사
dissimilar|같지 않은, 다른
dissimilarities|비슷하지 않음, 부동성,차이점
dissimilarity|비슷하지 않음, 부동성,차이점
dissipate|소멸되다, 소멸하다, 소멸시키다
dissipated|방탕한
dissipates|소멸되다, 소멸하다, 소멸시키다
dissipating|소멸되다, 소멸하다, 소멸시키다
dissipation|소멸, 소실
dissociated|스스로를/~를 ~와 분리하다, 관련이 없음을 분명히 하다
dissociating|스스로를/~를 ~와 분리하다, 관련이 없음을 분명히 하다
dissociation|분리 , 분열, 해리
dissolute|방종한
dissolutely|무절제하게, 방탕하게.
dissolution| 파경,  해소,  해산
dissolve|녹다, 용해되다
dissolved| 용해시켜 액체 속에 녹도록 하는 것
dissolves|녹다, 용해되다
dissolving|용해
dissonance|불협화음
dissonances|불협화음
distaff| 실패
distaffs| 실패
distance|거리
distances|거리
distancing|거리
distant|먼,  떨어져 있는
distantly|멀리, 떨어져서
distaste|불쾌감, 혐오감
distasteful|불쾌한, 혐오스러운
distastefully|불쾌한, 혐오스러운
distastes|불쾌감, 혐오감
distended|넓어진, 확대한, 팽창한
distension|팽창, 확대
distensions|팽창, 확대
distention|넓히기, 부풀리기, 팽창 작용, 팽창상태.
distil|증류하다, 정제하다
distill|증류하다, …을 증류하여 …으로 만들다 
distillate|증류액
distillates|증류액
distillation|증류, 증류물, 정수
distillations|증류, 증류물, 정수
distilled|증류한, 증류하여 얻은
distilleries|증류주 공장, 양조장
distillers| 증류주 생산자, 증류주 생산 회사
distillery|증류주 공장, 양조장
distilling|증류
distills|증류하다, 정제하다
distils|증류하다, 정제하다
distinct|뚜렷한, 분명한
distincter|뚜렷한, 분명한
distinction| 차이, 대조
distinctions| 차이, 대조
distinctive|독특한
distinctiveness|특수성
distinctly|뚜렷하게, 명백하게, 의심할 나위 없이, 정말로, 참으로
distinguish|구별하다
distinguishable|구별할 수 있는, 분간할 수 있는 
distinguished|유명한, 성공한
